question,ground_truth,question_i,llm,context,llm_answer,answer_similarity,questions,ground_truths,context_r,Experiment
كم يبلغ مقدار التكاليف القضائية لطلبات التنفيذ المالية؟,تقدر التكاليف القضائية بنسبة (2%) من قيمة المطالبة على ألا تقل هذه التكاليف عن خمسمائة ريال ولا تزيد على عشرة آلاف ريال.,13,gpt4-0125-preview,,تختلف التكاليف القضائية لطلبات التنفيذ المالية حسب الدولة والقضية، ويجب الرجوع للجهة القضائية المختصة للحصول على المعلومة الدقيقة.,2,كم يبلغ مقدار التكاليف القضائية لطلبات التنفيذ المالية؟,تقدر التكاليف القضائية بنسبة (2%) من قيمة المطالبة على ألا تقل هذه التكاليف عن خمسمائة ريال ولا تزيد على عشرة آلاف ريال.,تُقدّر التكاليف القضائية لطلب التنفيذ المباشر بمبلغ قدره خمسمائة ريال، وفيما يتعلق بباقي طلبات التنفيذ، فتقدر التكاليف القضائية بنسبة اثنين في المائة (2%) من قيمة المطالبة على ألا تقل هذه التكاليف عن خمسمائة ريال ولا تزيد على عشرة آلاف ريال.  ويتحمل المنفذ ضده التكاليف القضائية لطلب التنفيذ ما لم يثبت أن طالب التنفيذ غير مستحق لمطالبته، فيتحمل طالب التنفيذ كامل التكاليف القضائية، وإذا كان طالب التنفيذ غير مستحق لجزء من مطالبته، فيتحمل من التكاليف القضائية بقدر هذا الجزء.,gpt4-0125-preview | w/o Context
كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة أقل من مائة ألف ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (5%).,14,gpt4-0125-preview,,تبلغ التكاليف القضائية للدعوى التي تقل قيمة مطالبتها عن مائة ألف ريال ٦٠٠ ريال.,2,كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة أقل من مائة ألف ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (5%).,تفرض تكاليف قضائية على الدعوى بمبلغ لا يزيد على ما نسبته (%5) من قيمة المطالبة، وبحد أعلى مبلغ مليون ريال. وتحدد اللائحة معايير تقدير التكاليف القضائية والضوابط والقواعد المنظمة لذلك.,gpt4-0125-preview | w/o Context
كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة مليون ريال فأعلى؟,تقدر التكاليف القضائية للدعوى بنسبة (2%).,15,gpt4-0125-preview,,"تبلغ التكاليف القضائية للدعوى التي قيمتها مليون ريال فأعلى 20,000 ريال.",5,كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة مليون ريال فأعلى؟,تقدر التكاليف القضائية للدعوى بنسبة (2%).,تفرض تكاليف قضائية على الدعوى بمبلغ لا يزيد على ما نسبته (%5) من قيمة المطالبة، وبحد أعلى مبلغ مليون ريال. وتحدد اللائحة معايير تقدير التكاليف القضائية والضوابط والقواعد المنظمة لذلك.,gpt4-0125-preview | w/o Context
كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة من خمسمائة ألف ريال إلى أقل من مليون ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (3%).,16,gpt4-0125-preview,,"تبلغ التكاليف القضائية للدعوى التي تتراوح قيمتها من خمسمائة ألف ريال إلى أقل من مليون ريال 10,000 ريال.",2,كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة من خمسمائة ألف ريال إلى أقل من مليون ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (3%).,تفرض تكاليف قضائية على الدعوى بمبلغ لا يزيد على ما نسبته (%5) من قيمة المطالبة، وبحد أعلى مبلغ مليون ريال. وتحدد اللائحة معايير تقدير التكاليف القضائية والضوابط والقواعد المنظمة لذلك.,gpt4-0125-preview | w/o Context
كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة من مائة ألف ريال إلى أقل من خمسمائة ألف ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (4%).,17,gpt4-0125-preview,,تبلغ التكاليف القضائية للدعوى التي تتراوح قيمة المطالبة فيها من مائة ألف ريال إلى أقل من خمسمائة ألف ريال 500 ريال.,0,كم يبلغ مقدار التكاليف القضائية للدعوى إذا كانت قيمة المطالبة من مائة ألف ريال إلى أقل من خمسمائة ألف ريال؟,تقدر التكاليف القضائية للدعوى بنسبة (4%).,تُقدّر التكاليف القضائية في الدعاوى غير محددة القيمة على النحو الآتي:  1- الدعاوى الجزائية الخاصة؛ عشرة آلاف ريال.  2- الدعاوى التي تُنظر لدى المحاكم التجارية والدوائر التجارية؛ خمسة آلاف ريال.  3- الدعاوى المستعجلة أيًا كانت المحكمة أو الدائرة التي تنظرها؛ ثلاثة آلاف ريال.  4- الدعاوى التي تُنظر لدى المحاكم العامة؛ ثلاثة آلاف ريال.  5- منازعات التنفيذ؛ ثلاثة آلاف ريال.  6- الدعاوى التي تُنظر لدى المحاكم العمالية والدوائر العمالية؛ ألفا ريال.,gpt4-0125-preview | w/o Context
كيف تنفذ القرارات والأحكام الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في النظام، إذا اقتضى ذلك الحجز على الأموال وبيعها؟,تنفذ الأحكام والقرارات الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في نظام التنفيذ، إذا اقتضى ذلك الحجز على الأموال وبيعها وإذا تضمن التنفيذ دفع أموال بشكل دوري فيجري التنفيذ من خلال ترتيبات تحددها اللائحة.,18,gpt4-0125-preview,,تُنفذ القرارات والأحكام في مسائل الأحوال الشخصية بمساعدة الجهات القضائية التي تستطيع فرض الحجز على الأموال وبيعها إذا لزم الأمر.,4,كيف تنفذ القرارات والأحكام الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في النظام، إذا اقتضى ذلك الحجز على الأموال وبيعها؟,تنفذ الأحكام والقرارات الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في نظام التنفيذ، إذا اقتضى ذلك الحجز على الأموال وبيعها وإذا تضمن التنفيذ دفع أموال بشكل دوري فيجري التنفيذ من خلال ترتيبات تحددها اللائحة.,تنفذ القرارات والأحكام الصادرة في مسائل الأحوال الشخصية بالطرق المقررة في هذا النظام، إذا اقتضى ذلك الحجز على الأموال وبيعها. وإذا تضمن التنفيذ دفع أموال بشكل دوري، فيجري التنفيذ من خلال ترتيبات تحددها اللائحة.,gpt4-0125-preview | w/o Context
كيف تنقضي الدعوى الجزائية العامة؟,وفقًا للمادة (٢٢) من نظام الإجراءات الجزائية، تنقضي الدعوى الجزائية العامة في إحدى الحالات الآتية: 1. صدور حكم نهائي. 2. عفو ولي الأمر فيما يدخله العفو. 3. ما تكون التوبة فيه بضوابطها الشرعية مسقطة للعقوبة. 4. وفاة المتهم. ولا يمنع ذلك من الاستمرار في دعوى الحق الخاص.,19,gpt4-0125-preview,,تنقضي الدعوى الجزائية العامة بالتقادم، العفو العام، الوفاة، أو بصدور حكم نهائي في القضية.,4,كيف تنقضي الدعوى الجزائية العامة؟,وفقًا للمادة (٢٢) من نظام الإجراءات الجزائية، تنقضي الدعوى الجزائية العامة في إحدى الحالات الآتية: 1. صدور حكم نهائي. 2. عفو ولي الأمر فيما يدخله العفو. 3. ما تكون التوبة فيه بضوابطها الشرعية مسقطة للعقوبة. 4. وفاة المتهم. ولا يمنع ذلك من الاستمرار في دعوى الحق الخاص.,تنقضي الدعوى الجزائية العامة في إحدى الحالات الآتية:  1 - صدور حكم نهائي.  2 - عفو ولي الأمر فيما يدخله العفو.  3 - ما تكون التوبة فيه بضوابطها الشرعية مسقطة للعقوبة.  4 - وفاة المتهم.  ولا يمنع ذلك من الاستمرار في دعوى الحق الخاص.,gpt4-0125-preview | w/o Context
كيف يتم احتساب التكاليف القضائية إذا انتهت الدعوى بالصلح؟,يتحمل أطراف الدعوى التكاليف القضائية بالتساوي، مالم يتفق على غير ذلك.,20,gpt4-0125-preview,,عادة، يتم تقسيم التكاليف القضائية بين الطرفين بالتساوي أو حسب ما يتفق عليه في اتفاقية الصلح.,5,كيف يتم احتساب التكاليف القضائية إذا انتهت الدعوى بالصلح؟,يتحمل أطراف الدعوى التكاليف القضائية بالتساوي، مالم يتفق على غير ذلك.,1.يتحمل المحكوم عليه قيمة التكاليف القضائية المقررة للدعوى والطلبات المتصلة بها أو قسطاً منها، ما لم ينص النظام أو اللائحة على غير ذلك، وذلك دون إخلال بحق ذوي الشأن في المطالبة بالتعويض. وفي حال كان المدعي غير محق في جزء من طلباته، فيتحمل قسط ذلك الجزء.  2.إذا انتهت الدعوى بالصلح فيتحمل أطراف الدعوى التكاليف القضائية بالتساوي، ما لم يتفقوا على غير ذلك.,gpt4-0125-preview | w/o Context
كيف يمكن لمن هو دون (18) عامًا الزواج؟,يمنع توثيق عقد الزواج لمن هو دون (ثمانية عشر) عامًا، وللمحكمة أن تأذن بزواج من هو دون ذلك ذكرًا كان أو أنثى إذا كان بالغًا بعد التحقق من مصلحته في هذا الزواج.,21,gpt4-0125-preview,,يمكن لمن هو دون 18 عامًا الزواج بموافقة ولي الأمر والحصول على إذن من المحكمة المختصة.,4,كيف يمكن لمن هو دون (18) عامًا الزواج؟,يمنع توثيق عقد الزواج لمن هو دون (ثمانية عشر) عامًا، وللمحكمة أن تأذن بزواج من هو دون ذلك ذكرًا كان أو أنثى إذا كان بالغًا بعد التحقق من مصلحته في هذا الزواج.,يمنع توثيق عقد الزواج لمن هو دون (ثمانية عشر) عاماً، وللمحكمة أن تأذن بزواج من هو دون ذلك ذكراً كان أو أنثى إذا كان بالغاً بعد التحقق من مصلحته في هذا الزواج، وتبين لوائح هذا النظام الضوابط والإجراءات اللازمة لذلك.,gpt4-0125-preview | w/o Context
ما المقصود بالاختصاص المكاني لدى محكمة التنفيذ؟,يكون الاختصاص المكاني لقاضي التنفيذ – بحسب الحال – كما يأتي: في دائرة المحكمة التي أصدرت السند التنفيذي، في مكان الجهة التي أنشئ المحرر في منطقتها، في موطن المدين، في موطن عقار المدين، أو أمواله المنقولة.,22,gpt4-0125-preview,,الاختصاص المكاني لمحكمة التنفيذ يعني النطاق الجغرافي الذي تمارس فيه المحكمة سلطتها لتنفيذ الأحكام.,3,ما المقصود بالاختصاص المكاني لدى محكمة التنفيذ؟,يكون الاختصاص المكاني لقاضي التنفيذ – بحسب الحال – كما يأتي: في دائرة المحكمة التي أصدرت السند التنفيذي، في مكان الجهة التي أنشئ المحرر في منطقتها، في موطن المدين، في موطن عقار المدين، أو أمواله المنقولة.,يكون الاختصاص المكاني لقاضي التنفيذ - بحسب الحال - كما يأتي :  1 - في دائرة المحكمة التي أصدرت السند التنفيذي.  2 - في مكان الجهة التي أنشئ المحرر في منطقتها.  3 - في موطن المدين.  4 - في موطن عقار المدين، أو أمواله المنقولة.  وتحدد اللائحة الأحكام اللازمة لهذه المادة.,gpt4-0125-preview | w/o Context
ما المقصود بالسند التنفيذي: (حكم /قرار/ أمر صادر من المحكمة) عند التقدم بطلب تنفيذ مالي؟,هي وثيقة رسمية صادرة من محكمة في دعوى مالية نص حكمها على إلزام بدفع بمبلغ مالي على دفعة واحدة أو عدة دفعات.,23,gpt4-0125-preview,,السند التنفيذي هو وثيقة رسمية تثبت حقاً مالياً وتمكن صاحبها من طلب تنفيذه قضائياً.,4,ما المقصود بالسند التنفيذي: (حكم /قرار/ أمر صادر من المحكمة) عند التقدم بطلب تنفيذ مالي؟,هي وثيقة رسمية صادرة من محكمة في دعوى مالية نص حكمها على إلزام بدفع بمبلغ مالي على دفعة واحدة أو عدة دفعات.,السند التنفيذي الذي ينفذ بموجبه على مال القاصر، أو الوقف، أو ما في حكمهما، هو الحكم الصادر من قاضي الموضوع المصدق من محكمة الاستئناف.,gpt4-0125-preview | w/o Context
ما المقصود بالسند التنفيذي: (حكم محكم مذيل بأمر التنفيذ) عند التقدم بطلب تنفيذ مالي؟,هي وثيقة صادرة من محكم/جهة تحكيم نص حكمها/قرارها على إلزام بدفع بمبلغ مالي على دفعة واحدة أو عدة دفعات مصدقة من محكمة الاستئناف.,24,gpt4-0125-preview,,السند التنفيذي هو وثيقة قانونية تسمح بتنفيذ الحكم القضائي مباشرة دون الحاجة لإجراءات قضائية إضافية.,4,ما المقصود بالسند التنفيذي: (حكم محكم مذيل بأمر التنفيذ) عند التقدم بطلب تنفيذ مالي؟,هي وثيقة صادرة من محكم/جهة تحكيم نص حكمها/قرارها على إلزام بدفع بمبلغ مالي على دفعة واحدة أو عدة دفعات مصدقة من محكمة الاستئناف.,السند التنفيذي الذي ينفذ بموجبه على مال القاصر، أو الوقف، أو ما في حكمهما، هو الحكم الصادر من قاضي الموضوع المصدق من محكمة الاستئناف.,gpt4-0125-preview | w/o Context
ما هو الإجراء المتبع في حال تم التقدم بطلب الاستفادة من خدمات صندوق النفقة وبعد ذلك صدر حكم قضائي بعدم استحقاق النفقة؟,في حال رد دعوى طلب النفقة فإن الصندوق يتوقف عن صرف النفقة للمستفيد، ومطالبة المستفيد برد كامل المبالغ التي صرفت له خلال شهرين من تاريخ الحكم برد الدعوى.,25,gpt4-0125-preview,,في هذه الحالة، يتم إيقاف صرف المبالغ المالية من صندوق النفقة واسترداد المبالغ التي تم صرفها بالفعل.,5,ما هو الإجراء المتبع في حال تم التقدم بطلب الاستفادة من خدمات صندوق النفقة وبعد ذلك صدر حكم قضائي بعدم استحقاق النفقة؟,في حال رد دعوى طلب النفقة فإن الصندوق يتوقف عن صرف النفقة للمستفيد، ومطالبة المستفيد برد كامل المبالغ التي صرفت له خلال شهرين من تاريخ الحكم برد الدعوى.,"يتولى الصندوق المهمات الآتية:  1- صرف النفقة لمن صدر له حكم قضائي باستحقاقها، ولم ينفذ لغير عذر الإعسار، وذلك وفقاً للإجراءات التي تحددها اللائحة.  2- صرف النفقة لمن صدر له أمر قضائي بها ولا تزال مطالبته بها منظورة أمام المحكمة، وذلك وفقاً للإجراءات التي تحددها اللائحة.  3- صرف نفقة مؤقتة للمستفيد قبل صدور حكم بالنفقة؛ وذلك وفقاً لإجراءات يحددها المجلس. على أن يقوم الصندوق باستردادها من المبالغ المستحقة للمستفيد بموجب حكم النفقة، وإذا حكم برفض النفقة وجب عليه رد ما صرف له من الصندوق خلال شهرين من تاريخ اكتساب الحكم القطعية. وللصندوق اتخاذ الإجراءات النظامية اللازمة لاسترداد ما صرفه إذا انقضت تلك المدة دون رده.  4- مطالبة كل من تولى الصندوق عنه صرف النفقة الواجبة عليه باسترداد ما صرف عنه, وذلك بأن يحل الصندوق محل المستفيد في المطالبة بتنفيذ الحكم القضائي.",gpt4-0125-preview | w/o Context
ما هو الإجراء المتخذ في التكاليف القضائية في حال تغير تقدير قيمة الدعوى؟,يتم حساب التكاليف القضائية بناء على تقدير القيمة الجديد.,26,gpt4-0125-preview,,في حال تغير تقدير قيمة الدعوى، يتم تعديل التكاليف القضائية وفقاً للقيمة الجديدة.,5,ما هو الإجراء المتخذ في التكاليف القضائية في حال تغير تقدير قيمة الدعوى؟,يتم حساب التكاليف القضائية بناء على تقدير القيمة الجديد.,إذا ترتب على الطلب تغير في تقدير قيمة الدعوى سواء بالزيادة أو النقص، فتُحسب التكاليف القضائية للدعوى بناء على تقدير القيمة الجديدة لها، وذلك مع عدم الإخلال بالتكاليف القضائية المحددة للطلب ذاته.,gpt4-0125-preview | w/o Context
ما هو الإجراء المتخذ في حق الموظف العام في حال منع التنفيذ أو أعاقه؟,يعاقب الموظف العام ومن في حكمه بالسجن مدة لا تزيد على سبع سنوات إذا منع التنفيذ أو أعاقه، ويعد ذلك جريمة من الجرائم المخلة بالأمانة.,27,gpt4-0125-preview,,يُعاقب الموظف العام الذي يمنع التنفيذ أو يعيقه بالعقوبات المنصوص عليها في القانون، والتي قد تشمل الغرامة أو السجن.,4,ما هو الإجراء المتخذ في حق الموظف العام في حال منع التنفيذ أو أعاقه؟,يعاقب الموظف العام ومن في حكمه بالسجن مدة لا تزيد على سبع سنوات إذا منع التنفيذ أو أعاقه، ويعد ذلك جريمة من الجرائم المخلة بالأمانة.,يعاقب الموظف العام ومن في حكمه بالسجن مدة لا تزيد على سبع سنوات إذا منع التنفيذ أو أعاقه. ويعد ذلك جريمة من الجرائم المخلة بالأمانة.,gpt4-0125-preview | w/o Context
ما هو الطلب العارض؟,لكل من الخصمين تقديم الطلبات العارضة قبل قفل باب المرافعة ويعود هذا الحق لهما متى قررت الدائرة إعادة فتح باب المرافعة، وفقًا للفقرة (١) مادة (٨٢) من اللائحة التنفيذية لنظام المرافعات الشرعية.,28,gpt4-0125-preview,,الطلب العارض هو طلب يُضاف إلى الجملة دون أن يؤثر على تركيبها الأساسي، ويُستخدم للتوضيح أو الإضافة.,0,ما هو الطلب العارض؟,لكل من الخصمين تقديم الطلبات العارضة قبل قفل باب المرافعة ويعود هذا الحق لهما متى قررت الدائرة إعادة فتح باب المرافعة، وفقًا للفقرة (١) مادة (٨٢) من اللائحة التنفيذية لنظام المرافعات الشرعية.,لكل من الخصمين تقديم الطلبات العارضة قبل قفل باب المرافعة، ويعود هذا الحق لهما متى قررت الدائرة إعادة فتح باب المرافعة.,gpt4-0125-preview | w/o Context
ما هي التصرفات التي تتطلب على الولي بموجب صك الولاية الحصول على إذن من المحكمة؟,إذا كان الولي غير الأب، واقتضى الأمر التصرف للقاصر أو الغائب بشراء عقار له أو بيع عقاره أو قسمته أو رهنه أو دمجه أو الاقتراض له أو طلب صرف ماله الذي أودعته المحكمة في البنك المركزي السعودي أو أحد فروعه أو في أحد المصارف في البلد لأي سبب، أو إذا كان المولى عليه طرفًا في الشركات التي يطلب توثيق عقودها أو زيادة رأس مالها; فليس للولي أو الوصي أن يجري أيًّا من تلك التصرفات إلا بعد استئذان المحكمة المختصة، وفقًا للمادة (224) من نظام المرافعات الشرعية.,29,gpt4-0125-preview,,تتطلب بعض التصرفات مثل بيع أو شراء عقارات، أو القيام بإجراءات قانونية كبيرة، الحصول على إذن من المحكمة.,3,ما هي التصرفات التي تتطلب على الولي بموجب صك الولاية الحصول على إذن من المحكمة؟,إذا كان الولي غير الأب، واقتضى الأمر التصرف للقاصر أو الغائب بشراء عقار له أو بيع عقاره أو قسمته أو رهنه أو دمجه أو الاقتراض له أو طلب صرف ماله الذي أودعته المحكمة في البنك المركزي السعودي أو أحد فروعه أو في أحد المصارف في البلد لأي سبب، أو إذا كان المولى عليه طرفًا في الشركات التي يطلب توثيق عقودها أو زيادة رأس مالها; فليس للولي أو الوصي أن يجري أيًّا من تلك التصرفات إلا بعد استئذان المحكمة المختصة، وفقًا للمادة (224) من نظام المرافعات الشرعية.,إذا كان الولي غير الأب، واقتضى الأمر التصرف للقاصر أو الغائب بشراء عقار له أو بيع عقاره أو قسمته أو رهنه أو دمجه أو الاقتراض له أو طلب صرف ماله الذي أودعته المحكمة في مؤسسة النقد العربي السعودي أو أحد فروعها أو أحد المصارف في البلد لأي سبب، أو إذا كان المولى عليه طرفاً في الشركات التي يطلب توثيق عقودها أو زيادة رأس مالها؛ فليس للولي أو الوصي أن يجري أيًّا من تلك التصرفات إلا بعد استئذان المحكمة المختصة.,gpt4-0125-preview | w/o Context
ما هي الجرائم التي يعاقب عليها بالسجن لسبع سنوات في نظام التنفيذ؟,أ - الامتناع عن تنفيذ الحكم النهائي الصادر في حقه، أو ثبت قيامه بإخفاء أمواله، أو تهريبها، أو امتنع عن الإفصاح عما لديه من أموال. ب - تعمد تعطيل التنفيذ بأن أقام دعوى قصد منها تعطيل التنفيذ. ج - مقاومة التنفيذ، بأن هدد، أو تعدى هو بنفسه - أو بوساطة غيره - على موظف، أو مرخص له يقوم بالتنفيذ، أو قام بأي من ذلك ضـد المنفذ له، وأي فعل آخر غير مشروع قام به بقصد مقاومة التنفيذ. د - الكذب في إقراراته أمام المحكمة، أو الكذب في الإجراءات، أو تقديم بيانات غير صحيحة.,30,gpt4-0125-preview,,تختلف الجرائم التي تستوجب عقوبة السجن لمدة سبع سنوات باختلاف القوانين والأنظمة في كل دولة، ولم يتم تحديد نظام تنفيذ معين في السؤال.,0,ما هي الجرائم التي يعاقب عليها بالسجن لسبع سنوات في نظام التنفيذ؟,أ - الامتناع عن تنفيذ الحكم النهائي الصادر في حقه، أو ثبت قيامه بإخفاء أمواله، أو تهريبها، أو امتنع عن الإفصاح عما لديه من أموال. ب - تعمد تعطيل التنفيذ بأن أقام دعوى قصد منها تعطيل التنفيذ. ج - مقاومة التنفيذ، بأن هدد، أو تعدى هو بنفسه - أو بوساطة غيره - على موظف، أو مرخص له يقوم بالتنفيذ، أو قام بأي من ذلك ضـد المنفذ له، وأي فعل آخر غير مشروع قام به بقصد مقاومة التنفيذ. د - الكذب في إقراراته أمام المحكمة، أو الكذب في الإجراءات، أو تقديم بيانات غير صحيحة.,1 - يعاقب بالسجن مدة لا تزيد على سبع سنـوات كل مـدين ارتكب أيًّا من الجرائم الآتية:  أ - الامتناع عن تنفيذ الحكم النهائي الصادر في حقه، أو ثبت قيامه بإخفاء أمواله، أو تهريبها، أو امتنع عن الإفصاح عما لديه من أموال.  ب - تعمد تعطيل التنفيذ بأن أقام دعوى قصد منها تعطيل التنفيذ.  ج - مقاومة التنفيذ، بأن هدد، أو تعدى هو بنفسه - أو بوساطة غيره - على موظف، أو مرخص له يقوم بالتنفيذ، أو قام بأي من ذلك ضـد المنفذ له، وأي فعل آخر غير مشروع قام به بقصد مقاومة التنفيذ.  د - الكذب في إقراراته أمام المحكمة، أو الكذب في الإجراءات، أو تقديم بيانات غير صحيحة.  2 - يعاقب بالعقوبة المنصوص عليها في الفقرة (1) من هذه المادة، كل من أعان المدين، أو ساعده في أي من الجرائم المنصوص عليها في الفقرات (1/ أ) و(1/ ب) و(1/ ج) و(1/ د) من هذه المادة.,gpt4-0125-preview | w/o Context
ما هي الجرائم التي يعاقب عليها بالسجن مدة لا تزيد عن ثلاثة أشهر في نظام التنفيذ؟,يعاقب بالسجن مدة لا تزيد على ثلاثة أشهر كل من امتنع من الوالدين - أو غيرهما - عن تنفيذ حكم صادر بالحضانة، أو الولاية، أو الزيارة، أو قام بمقاومة التنفيذ، أو تعطيله.,31,gpt4-0125-preview,,الجرائم التي تعاقب عليها بالسجن لمدة لا تزيد عن ثلاثة أشهر غير محددة في السؤال.,0,ما هي الجرائم التي يعاقب عليها بالسجن مدة لا تزيد عن ثلاثة أشهر في نظام التنفيذ؟,يعاقب بالسجن مدة لا تزيد على ثلاثة أشهر كل من امتنع من الوالدين - أو غيرهما - عن تنفيذ حكم صادر بالحضانة، أو الولاية، أو الزيارة، أو قام بمقاومة التنفيذ، أو تعطيله.,يعاقب بالسجن مدة لا تزيد على ثلاثة أشهر كل من امتنع من الوالدين - أو غيرهما - عن تنفيذ حكم صادر بالحضانة، أو الولاية، أو الزيارة ، أو قام بمقاومة التنفيذ، أو تعطيله.,gpt4-0125-preview | w/o Context
ما هي الحالات التي لا يستحق فيها دفع تكاليف قضائية؟,إذا حكم بعدم الاختصاص فلا تستحق تكاليف جديدة لإقامة الدعوى أمام المحكمة المختصة ما لم يتغير موضوع الدعوى. إذا قضت المحكمة المختصة بنقض الحكم وإعادة الدعوى إلى المحكمة التي أصدرت الحكم المعترض عليه إلى المحكمة أو إلى أي محكمة أخرى.,32,gpt4-0125-preview,,قد يتم إعفاء الأشخاص من دفع التكاليف القضائية في حالات العسر المالي أو عندما تكون القضية ذات مصلحة عامة.,1,ما هي الحالات التي لا يستحق فيها دفع تكاليف قضائية؟,إذا حكم بعدم الاختصاص فلا تستحق تكاليف جديدة لإقامة الدعوى أمام المحكمة المختصة ما لم يتغير موضوع الدعوى. إذا قضت المحكمة المختصة بنقض الحكم وإعادة الدعوى إلى المحكمة التي أصدرت الحكم المعترض عليه إلى المحكمة أو إلى أي محكمة أخرى.,لاتفرض تكاليف جديدة على الدعوى في أي من الحالتين الآتيتين:  1.إذا حكم بعدم الاختصاص وأقيمت الدعوى أمام المحكمة المختصة.  2.إذا قضت المحكمة المختصة بنقض الحكم وإعادة الدعوى إلى المحكمة التي أصدرت الحكم المعترض عليه أو إلى محكمة أخرى.,gpt4-0125-preview | w/o Context
ما هي الخبرة المطلوبة للحصول على ترخيص المحاماة بالنسبة لموظفي (القطاع الحكومي)؟,حسب ما نصّت عليه المادة (5/3) من اللائحة التنفيذية لنظام المحاماة، فإن الخبرة في طبيعة العمل تكون بمزاولة أحد الأعمال التالية: أ- القضاء داخل المملكة، وخارجها. ب- الإفتاء داخل المملكة بصفة رسمية. جـ- تدريس مواد الفقه، أو أصوله أو الأنظمة في الجامعات أو الدراسات العليا في المعاهد أو المؤسسات التعليمية الأخرى في المملكة. د- الاستشارات في أجهزة الدولة ومؤسساتها وهيئاتها. هـ- الخبرة المكتسبة في طبيعة العمل في الشركات والمؤسسات الأهلية. و- الترافع عن الغير أمام الجهات. ز- الادعاء العام، أو التحقيق بوزارة الداخلية داخل المملكة. ح- أعمال كتابات العدل العامة، أو كتابات العدل الأولى بالمملكة لكتاب العدل. ط- الكتابة في ضبوط القضايا الحقوقية، أو الجنائية، أو الانهائية بالمحاكم الشرعية، أو ديوان المظالم بالمملكة بوظيفة لا تقل عن مسمى (رئيس كتاب ضبط). ي- يعتد بالترخيص السابق إذا استوفيت مدة الخبرة متى كان ممارسًا للمهنة. وتخضع الخبرة في الفقرات السابقة لتقدير لجنة القيد والقبول.,33,gpt4-0125-preview,,يجب على الموظفين في القطاع الحكومي الراغبين في الحصول على ترخيص المحاماة اجتياز امتحان المحاماة وتلبية متطلبات الخبرة العملية المحددة من قبل الهيئة المانحة للترخيص.,2,ما هي الخبرة المطلوبة للحصول على ترخيص المحاماة بالنسبة لموظفي (القطاع الحكومي)؟,حسب ما نصّت عليه المادة (5/3) من اللائحة التنفيذية لنظام المحاماة، فإن الخبرة في طبيعة العمل تكون بمزاولة أحد الأعمال التالية: أ- القضاء داخل المملكة، وخارجها. ب- الإفتاء داخل المملكة بصفة رسمية. جـ- تدريس مواد الفقه، أو أصوله أو الأنظمة في الجامعات أو الدراسات العليا في المعاهد أو المؤسسات التعليمية الأخرى في المملكة. د- الاستشارات في أجهزة الدولة ومؤسساتها وهيئاتها. هـ- الخبرة المكتسبة في طبيعة العمل في الشركات والمؤسسات الأهلية. و- الترافع عن الغير أمام الجهات. ز- الادعاء العام، أو التحقيق بوزارة الداخلية داخل المملكة. ح- أعمال كتابات العدل العامة، أو كتابات العدل الأولى بالمملكة لكتاب العدل. ط- الكتابة في ضبوط القضايا الحقوقية، أو الجنائية، أو الانهائية بالمحاكم الشرعية، أو ديوان المظالم بالمملكة بوظيفة لا تقل عن مسمى (رئيس كتاب ضبط). ي- يعتد بالترخيص السابق إذا استوفيت مدة الخبرة متى كان ممارسًا للمهنة. وتخضع الخبرة في الفقرات السابقة لتقدير لجنة القيد والقبول.,الخبرة في طبيعة العمل تكون بمزاولة أحد الأعمال التالية:  أ - القضاء داخل المملكة، و خارجها.  ب - الإفتاء داخل المملكة بصفة رسمية.  جـ- تدريس مواد الفقه، أو أصوله أو الأنظمة في الجامعات أو الدراسات العليا في المعاهد أو المؤسسات التعليمية الأخرى في المملكة.  د- الاستشارات في أجهزة الدولة ومؤسساتها وهيئاتها.  هـ- الخبرة المكتسبة في طبيعة العمل في الشركات والمؤسسات الأهلية.  و - الترافع عن الغير أمام الجهات.  ز - الادعاء العام، أو التحقيق بوزارة الداخلية داخل المملكة.  ح- أعمال كتابات العدل العامة، أو كتابات العدل الأولى بالمملكة لكتاب العدل .  ط- الكتابة في ضبوط القضايا الحقوقية، أو الجنائية، أو الانهائية بالمحاكم الشرعية، أو ديوان المظالم بالمملكة بوظيفة لا تقل عن مسمى (رئيس كتاب ضبط).  ي- يعتد بالترخيص السابق إذا استوفيت مدة الخبرة متى كان ممارسا للمهنة.  وتخضع الخبرة في الفقرات السابقة لتقدير لجنة القيد والقبول.,gpt4-0125-preview | w/o Context
